"COMP_CODE","ALLOC_YM","DEPAT_SIDO","DEPAT_GUNGU","ARRV_SIDO","ARRV_GUNGU","FRT_WEIGHT","FARE_SUM","FARE_MIN","FARE_MAX","FARE_CNT"
1,"2025-03",경기,화성시,경기,이천시,5000,140000,140000,140000,1
1,"2025-03",경기,화성시,경기,의정부시,7000,180000,180000,180000,1
1,"2025-03",경기,화성시,경기,용인시,5000,440000,140000,150000,3
1,"2025-03",경기,화성시,경기,용인시,3500,180000,90000,90000,2
1,"2025-03",경기,화성시,경기,용인시,1400,70000,70000,70000,1
1,"2025-03",경기,화성시,경기,용인시,1000,50000,50000,50000,1
1,"2025-03",경기,화성시,경기,오산시,100,12000,12000,12000,1
1,"2025-03",경기,화성시,경기,양평군,25000,290000,290000,290000,1
1,"2025-03",경기,화성시,경기,양평군,1000,80000,80000,80000,1
1,"2025-03",경기,화성시,경기,안양시,300,36000,36000,36000,1
1,"2025-03",경기,화성시,경기,안성시,5000,120000,120000,120000,1
1,"2025-03",경기,화성시,경기,안성시,3500,100000,100000,100000,1
1,"2025-03",경기,화성시,경기,안성시,2500,100000,100000,100000,1
1,"2025-03",경기,화성시,경기,안산시,1000,50000,50000,50000,1
1,"2025-03",경기,화성시,경기,시흥시,5000,100000,100000,100000,1
1,"2025-03",경기,화성시,경기,수원시,3500,90000,90000,90000,1
1,"2025-03",경기,화성시,경기,수원시,1000,170000,50000,60000,3
1,"2025-03",경기,화성시,경기,성남시,3500,200000,100000,100000,2
1,"2025-03",경기,화성시,경기,성남시,1000,120000,120000,120000,1
1,"2025-03",경기,화성시,경기,부천시,5000,120000,120000,120000,1
1,"2025-03",경기,화성시,경기,남양주시,5000,340000,170000,170000,2
1,"2025-03",경기,화성시,경기,남양주시,1400,190000,190000,190000,1
1,"2025-03",경기,화성시,경기,김포시,5000,130000,130000,130000,1
1,"2025-03",경기,화성시,경기,김포시,2000,240000,90000,150000,2
1,"2025-03",경기,화성시,경기,김포시,1000,265000,60000,70000,4
1,"2025-03",경기,화성시,경기,김포시,500,60000,60000,60000,1
1,"2025-03",경기,화성시,경기,광주시,5000,150000,150000,150000,1
1,"2025-03",경기,화성시,경기,광주시,1000,60000,60000,60000,1
1,"2025-03",경기,하남시,서울,중구,100,36000,36000,36000,1
1,"2025-03",경기,하남시,서울,송파구,300,20000,20000,20000,1
1,"2025-03",경기,하남시,서울,동작구,100,20000,20000,20000,1
1,"2025-03",경기,포천시,충북,청주시,5000,220000,220000,220000,1
1,"2025-03",경기,포천시,충남,아산시,6400,210000,210000,210000,1
1,"2025-03",경기,포천시,전남,화순군,1600,200000,200000,200000,1
1,"2025-03",경기,포천시,서울,강서구,1600,90000,90000,90000,1
1,"2025-03",경기,포천시,부산,부산진구,1000,180000,180000,180000,1
1,"2025-03",경기,포천시,경남,사천시,3200,240000,240000,240000,1
1,"2025-03",경기,포천시,경남,김해시,8000,320000,320000,320000,1
1,"2025-03",경기,평택시,충북,충주시,2400,110000,110000,110000,1
1,"2025-03",경기,평택시,충북,청주시,12000,160000,160000,160000,1
1,"2025-03",경기,평택시,충북,청주시,7800,140000,140000,140000,1
1,"2025-03",경기,평택시,충북,청주시,5500,140000,140000,140000,1
1,"2025-03",경기,평택시,충북,청주시,5000,140000,140000,140000,1
1,"2025-03",경기,평택시,충북,청주시,2000,90000,90000,90000,1
1,"2025-03",경기,평택시,충북,청주시,1000,70000,70000,70000,1
1,"2025-03",경기,평택시,충북,음성군,6000,140000,140000,140000,1
1,"2025-03",경기,평택시,충북,옥천군,20000,290000,290000,290000,1
1,"2025-03",경기,평택시,충북,옥천군,17000,270000,270000,270000,1
1,"2025-03",경기,평택시,충북,옥천군,3000,140000,140000,140000,1
1,"2025-03",경기,평택시,충북,영동군,10000,280000,280000,280000,1
1,"2025-03",경기,평택시,충북,영동군,3000,160000,160000,160000,1
1,"2025-03",경기,평택시,충남,홍성군,2000,80000,80000,80000,1
1,"2025-03",경기,평택시,충남,홍성군,1000,70000,70000,70000,1
1,"2025-03",경기,평택시,충남,홍성군,500,65000,65000,65000,1
1,"2025-03",경기,평택시,충남,천안시,5000,100000,100000,100000,1
1,"2025-03",경기,평택시,충남,천안시,1000,50000,50000,50000,1
1,"2025-03",경기,평택시,충남,천안시,500,50000,50000,50000,1
1,"2025-03",경기,평택시,충남,천안시,300,50000,50000,50000,1
1,"2025-03",경기,평택시,충남,아산시,4000,170000,70000,100000,2
1,"2025-03",경기,평택시,충남,아산시,3000,80000,80000,80000,1
1,"2025-03",경기,평택시,충남,아산시,1500,60000,60000,60000,1
1,"2025-03",경기,평택시,충남,아산시,500,50000,50000,50000,1
1,"2025-03",경기,평택시,충남,서산시,1000,60000,60000,60000,1
1,"2025-03",경기,평택시,충남,당진시,7000,90000,90000,90000,1
1,"2025-03",경기,평택시,충남,당진시,5000,180000,90000,90000,2
1,"2025-03",경기,평택시,충남,논산시,17000,240000,240000,240000,1
1,"2025-03",경기,평택시,충남,논산시,6000,160000,160000,160000,1
1,"2025-03",경기,평택시,전북,정읍시,3500,280000,140000,140000,2
1,"2025-03",경기,평택시,전북,임실군,1800,150000,150000,150000,1
1,"2025-03",경기,평택시,전북,익산시,24000,270000,270000,270000,1
1,"2025-03",경기,평택시,전북,익산시,2000,100000,100000,100000,1
1,"2025-03",경기,평택시,전북,군산시,13000,250000,250000,250000,1
1,"2025-03",경기,평택시,전북,군산시,12000,200000,200000,200000,1
1,"2025-03",경기,평택시,전북,군산시,11000,200000,200000,200000,1
1,"2025-03",경기,평택시,전북,군산시,7000,160000,160000,160000,1
1,"2025-03",경기,평택시,전북,군산시,1000,200000,100000,100000,2
1,"2025-03",경기,평택시,전남,함평군,7500,260000,260000,260000,1
1,"2025-03",경기,평택시,인천,중구,18000,210000,210000,210000,1
1,"2025-03",경기,평택시,인천,중구,13000,200000,200000,200000,1
1,"2025-03",경기,평택시,인천,중구,10000,160000,160000,160000,1
1,"2025-03",경기,평택시,인천,중구,5000,130000,130000,130000,1
1,"2025-03",경기,평택시,인천,중구,3000,120000,120000,120000,1
1,"2025-03",경기,평택시,인천,중구,1000,70000,70000,70000,1
1,"2025-03",경기,평택시,인천,서구,9000,170000,170000,170000,1
1,"2025-03",경기,평택시,인천,부평구,500,180000,60000,60000,3
1,"2025-03",경기,평택시,인천,남동구,7600,130000,130000,130000,1
1,"2025-03",경기,평택시,인천,남동구,1000,300000,60000,60000,5
1,"2025-03",경기,평택시,인천,계양구,1000,120000,60000,60000,2
1,"2025-03",경기,평택시,울산,남구,2300,450000,150000,150000,3
1,"2025-03",경기,평택시,울산,남구,2000,150000,150000,150000,1
1,"2025-03",경기,평택시,울산,남구,1100,1320000,120000,120000,11
1,"2025-03",경기,평택시,울산,남구,600,120000,120000,120000,1
1,"2025-03",경기,평택시,세종,,2000,90000,90000,90000,1
1,"2025-03",경기,평택시,부산,남구,4000,260000,260000,260000,1
1,"2025-03",경기,평택시,대구,북구,25000,430000,430000,430000,1
1,"2025-03",경기,평택시,대구,북구,10000,300000,300000,300000,1
1,"2025-03",경기,평택시,대구,북구,5000,200000,200000,200000,1
1,"2025-03",경기,평택시,대구,북구,2000,120000,120000,120000,1
1,"2025-03",경기,평택시,대구,달서구,12000,660000,300000,360000,2
1,"2025-03",경기,평택시,광주,광산구,9400,560000,280000,280000,2
1,"2025-03",경기,평택시,광주,광산구,9200,280000,280000,280000,1
1,"2025-03",경기,평택시,광주,광산구,9000,840000,280000,280000,3
1,"2025-03",경기,평택시,광주,광산구,8800,560000,280000,280000,2
1,"2025-03",경기,평택시,광주,광산구,8500,580000,280000,300000,2
1,"2025-03",경기,평택시,광주,광산구,8400,280000,280000,280000,1
1,"2025-03",경기,평택시,광주,광산구,8300,560000,280000,280000,2
1,"2025-03",경기,평택시,광주,광산구,8200,280000,280000,280000,1
1,"2025-03",경기,평택시,경북,칠곡군,9000,310000,310000,310000,1
1,"2025-03",경기,평택시,경북,칠곡군,4500,190000,190000,190000,1
1,"2025-03",경기,평택시,경북,칠곡군,3300,340000,170000,170000,2
1,"2025-03",경기,평택시,경북,칠곡군,1400,220000,110000,110000,2
1,"2025-03",경기,평택시,경북,칠곡군,1000,340000,80000,90000,4
1,"2025-03",경기,평택시,경북,칠곡군,920,110000,110000,110000,1
1,"2025-03",경기,평택시,경북,영천시,14000,380000,380000,380000,1
1,"2025-03",경기,평택시,경북,경주시,7000,260000,260000,260000,1
1,"2025-03",경기,평택시,경남,함안군,2000,310000,140000,170000,2
1,"2025-03",경기,평택시,경남,창녕군,12000,340000,340000,340000,1
1,"2025-03",경기,평택시,경남,창녕군,10200,320000,320000,320000,1
1,"2025-03",경기,평택시,경남,창녕군,10000,320000,320000,320000,1
1,"2025-03",경기,평택시,경남,창녕군,3000,150000,150000,150000,1
1,"2025-03",경기,평택시,경남,창녕군,2000,140000,140000,140000,1
1,"2025-03",경기,평택시,경남,김해시,14000,420000,420000,420000,1
1,"2025-03",경기,평택시,경기,화성시,7000,100000,100000,100000,1
1,"2025-03",경기,평택시,경기,화성시,2000,120000,60000,60000,2
1,"2025-03",경기,평택시,경기,평택시,16500,150000,150000,150000,1
1,"2025-03",경기,평택시,경기,평택시,10000,120000,120000,120000,1
1,"2025-03",경기,평택시,경기,평택시,9000,130000,30000,100000,2
1,"2025-03",경기,평택시,경기,평택시,5000,80000,80000,80000,1
1,"2025-03",경기,평택시,경기,평택시,4000,100000,100000,100000,1
1,"2025-03",경기,평택시,경기,평택시,3000,70000,70000,70000,1
1,"2025-03",경기,평택시,경기,평택시,2000,90000,40000,50000,2
1,"2025-03",경기,평택시,경기,평택시,1000,410000,25000,55000,10
1,"2025-03",경기,평택시,경기,평택시,500,60000,25000,35000,2
1,"2025-03",경기,평택시,경기,파주시,5000,170000,170000,170000,1
1,"2025-03",경기,평택시,경기,이천시,1000,80000,80000,80000,1
1,"2025-03",경기,평택시,경기,용인시,9000,150000,150000,150000,1
1,"2025-03",경기,평택시,경기,용인시,8000,140000,140000,140000,1
1,"2025-03",경기,평택시,경기,안성시,1000,60000,60000,60000,1
1,"2025-03",경기,평택시,경기,안산시,10400,140000,140000,140000,1
1,"2025-03",경기,평택시,경기,안산시,10000,130000,130000,130000,1
1,"2025-03",경기,평택시,경기,안산시,6000,110000,110000,110000,1
1,"2025-03",경기,평택시,경기,안산시,2500,80000,80000,80000,1
1,"2025-03",경기,평택시,경기,안산시,1000,50000,50000,50000,1
1,"2025-03",경기,평택시,경기,광주시,1000,60000,60000,60000,1
1,"2025-03",경기,평택시,강원,원주시,4000,160000,160000,160000,1
1,"2025-03",경기,평택시,강원,원주시,3000,290000,140000,150000,2
1,"2025-03",경기,평택시,강원,원주시,2500,140000,140000,140000,1
1,"2025-03",경기,평택시,강원,원주시,1000,200000,100000,100000,2
1,"2025-03",경기,파주시,충북,청주시,1000,110000,110000,110000,1
1,"2025-03",경기,파주시,충남,금산군,1000,130000,130000,130000,1
1,"2025-03",경기,파주시,서울,중구,8000,220000,220000,220000,1
1,"2025-03",경기,파주시,서울,서초구,1000,65000,65000,65000,1
1,"2025-03",경기,파주시,서울,구로구,1000,200000,50000,50000,4
1,"2025-03",경기,파주시,서울,구로구,500,56000,56000,56000,1
1,"2025-03",경기,파주시,서울,구로구,100,28000,28000,28000,1
1,"2025-03",경기,파주시,서울,강남구,300,60000,60000,60000,1
1,"2025-03",경기,파주시,대전,동구,1400,130000,130000,130000,1
1,"2025-03",경기,파주시,대전,동구,1000,200000,80000,120000,2
1,"2025-03",경기,파주시,대구,달서구,4000,290000,140000,150000,2
1,"2025-03",경기,파주시,대구,달서구,3000,120000,120000,120000,1
1,"2025-03",경기,파주시,대구,달서구,2000,110000,110000,110000,1
1,"2025-03",경기,파주시,대구,달서구,1000,180000,90000,90000,2
1,"2025-03",경기,파주시,경북,칠곡군,3000,130000,130000,130000,1
1,"2025-03",경기,파주시,경기,화성시,1000,340000,60000,80000,5
1,"2025-03",경기,파주시,경기,화성시,500,60000,60000,60000,1
1,"2025-03",경기,파주시,경기,파주시,3500,70000,70000,70000,1
1,"2025-03",경기,파주시,경기,용인시,1000,80000,80000,80000,1
1,"2025-03",경기,파주시,경기,안성시,1000,180000,80000,100000,2
1,"2025-03",경기,파주시,경기,김포시,1400,50000,50000,50000,1
1,"2025-03",경기,파주시,경기,김포시,1000,40000,40000,40000,1
1,"2025-03",경기,파주시,경기,고양시,3500,70000,70000,70000,1
1,"2025-03",경기,이천시,경기,광주시,1000,35000,35000,35000,1
1,"2025-03",경기,의왕시,전남,나주시,1000,140000,140000,140000,1
1,"2025-03",경기,용인시,경기,용인시,1000,40000,40000,40000,1
1,"2025-03",경기,용인시,강원,횡성군,3500,190000,190000,190000,1
1,"2025-03",경기,여주시,서울,동작구,1400,80000,80000,80000,1
1,"2025-03",경기,안산시,서울,마포구,1400,60000,60000,60000,1
1,"2025-03",경기,안산시,경기,오산시,1000,50000,50000,50000,1
1,"2025-03",경기,안산시,경기,안양시,1000,50000,50000,50000,1
1,"2025-03",경기,안산시,경기,김포시,2005,80000,80000,80000,1
1,"2025-03",경기,시흥시,인천,서구,800,80000,80000,80000,1
1,"2025-03",경기,시흥시,인천,남동구,2170,70000,70000,70000,1
1,"2025-03",경기,시흥시,인천,남동구,2150,60000,60000,60000,1
1,"2025-03",경기,시흥시,인천,남동구,1970,60000,60000,60000,1
1,"2025-03",경기,시흥시,인천,남동구,1650,80000,80000,80000,1
1,"2025-03",경기,시흥시,인천,남동구,1440,50000,50000,50000,1
1,"2025-03",경기,시흥시,인천,남동구,1220,50000,50000,50000,1
1,"2025-03",경기,시흥시,인천,남동구,720,270000,30000,30000,9
1,"2025-03",경기,시흥시,서울,성북구,1400,80000,80000,80000,1
1,"2025-03",경기,시흥시,경기,화성시,1850,60000,60000,60000,1
1,"2025-03",경기,시흥시,경기,화성시,1250,50000,50000,50000,1
1,"2025-03",경기,시흥시,경기,화성시,500,50000,50000,50000,1
1,"2025-03",경기,시흥시,경기,의왕시,100,16000,16000,16000,1
1,"2025-03",경기,시흥시,경기,오산시,5000,130000,130000,130000,1
1,"2025-03",경기,시흥시,경기,안성시,1000,70000,70000,70000,1
1,"2025-03",경기,시흥시,경기,성남시,300,40000,40000,40000,1
1,"2025-03",경기,시흥시,경기,부천시,1200,50000,50000,50000,1
1,"2025-03",경기,시흥시,경기,김포시,18600,210000,210000,210000,1
1,"2025-03",경기,시흥시,경기,김포시,16200,210000,210000,210000,1
1,"2025-03",경기,시흥시,경기,김포시,3500,200000,100000,100000,2
1,"2025-03",경기,시흥시,경기,김포시,2500,190000,80000,110000,2
1,"2025-03",경기,시흥시,경기,김포시,1250,60000,60000,60000,1
1,"2025-03",경기,부천시,경기,김포시,1000,80000,40000,40000,2
1,"2025-03",경기,남양주시,경기,안산시,1400,70000,70000,70000,1
1,"2025-03",경기,남양주시,경기,김포시,1400,70000,70000,70000,1
1,"2025-03",경기,김포시,충북,충주시,3200,240000,240000,240000,1
1,"2025-03",경기,김포시,충북,청주시,16000,310000,310000,310000,1
1,"2025-03",경기,김포시,충북,청주시,1920,260000,130000,130000,2
1,"2025-03",경기,김포시,충북,청주시,1280,220000,100000,120000,2
1,"2025-03",경기,김포시,충북,진천군,3200,400000,200000,200000,2
1,"2025-03",경기,김포시,충북,진천군,1920,130000,130000,130000,1
1,"2025-03",경기,김포시,충북,진천군,1600,130000,130000,130000,1
1,"2025-03",경기,김포시,충북,진천군,1280,200000,100000,100000,2
1,"2025-03",경기,김포시,충북,진천군,1000,100000,100000,100000,1
1,"2025-03",경기,김포시,충북,진천군,640,200000,100000,100000,2
1,"2025-03",경기,김포시,충북,음성군,6400,240000,240000,240000,1
1,"2025-03",경기,김포시,충북,음성군,5760,220000,220000,220000,1
1,"2025-03",경기,김포시,충북,음성군,5130,220000,220000,220000,1
1,"2025-03",경기,김포시,충북,음성군,4800,220000,220000,220000,1
1,"2025-03",경기,김포시,충북,음성군,3200,220000,220000,220000,1
1,"2025-03",경기,김포시,충북,음성군,2560,180000,180000,180000,1
1,"2025-03",경기,김포시,충북,음성군,2400,130000,130000,130000,1
1,"2025-03",경기,김포시,충북,옥천군,2240,280000,280000,280000,1
1,"2025-03",경기,김포시,충남,청양군,5000,290000,290000,290000,1
1,"2025-03",경기,김포시,충남,청양군,1000,140000,140000,140000,1
1,"2025-03",경기,김포시,충남,천안시,3200,1230000,200000,210000,6
1,"2025-03",경기,김포시,충남,천안시,1920,530000,130000,140000,4
1,"2025-03",경기,김포시,충남,천안시,640,90000,90000,90000,1
1,"2025-03",경기,김포시,충남,예산군,1280,120000,120000,120000,1
1,"2025-03",경기,김포시,충남,아산시,1600,130000,130000,130000,1
1,"2025-03",경기,김포시,충남,당진시,3000,150000,150000,150000,1
1,"2025-03",경기,김포시,충남,공주시,3200,240000,240000,240000,1
1,"2025-03",경기,김포시,충남,공주시,2560,220000,220000,220000,1
1,"2025-03",경기,김포시,충남,공주시,1920,340000,170000,170000,2
1,"2025-03",경기,김포시,충남,공주시,1280,130000,130000,130000,1
1,"2025-03",경기,김포시,전북,익산시,14000,340000,340000,340000,1
1,"2025-03",경기,김포시,전북,완주군,6480,350000,350000,350000,1
1,"2025-03",경기,김포시,전북,완주군,3600,240000,240000,240000,1
1,"2025-03",경기,김포시,전남,영광군,11000,400000,400000,400000,1
1,"2025-03",경기,김포시,전남,여수시,2500,300000,300000,300000,1
1,"2025-03",경기,김포시,전남,순천시,15000,490000,490000,490000,1
1,"2025-03",경기,김포시,전남,광양시,15360,600000,600000,600000,1
1,"2025-03",경기,김포시,전남,광양시,12600,580000,580000,580000,1
1,"2025-03",경기,김포시,전남,광양시,10800,450000,450000,450000,1
1,"2025-03",경기,김포시,전남,광양시,5220,320000,320000,320000,1
1,"2025-03",경기,김포시,인천,중구,9000,140000,140000,140000,1
1,"2025-03",경기,김포시,인천,중구,7500,130000,130000,130000,1
1,"2025-03",경기,김포시,인천,연수구,10000,160000,160000,160000,1
1,"2025-03",경기,김포시,인천,서구,10000,100000,100000,100000,1
1,"2025-03",경기,김포시,인천,서구,5000,90000,90000,90000,1
1,"2025-03",경기,김포시,인천,서구,2500,120000,50000,70000,2
1,"2025-03",경기,김포시,인천,서구,1400,135000,40000,50000,3
1,"2025-03",경기,김포시,인천,서구,1000,180000,35000,40000,5
1,"2025-03",경기,김포시,인천,미추홀구,5000,90000,90000,90000,1
1,"2025-03",경기,김포시,인천,남동구,11000,130000,130000,130000,1
1,"2025-03",경기,김포시,인천,남동구,1920,80000,80000,80000,1
1,"2025-03",경기,김포시,인천,남동구,1440,80000,80000,80000,1
1,"2025-03",경기,김포시,인천,남동구,1400,50000,50000,50000,1
1,"2025-03",경기,김포시,인천,남동구,1120,60000,60000,60000,1
1,"2025-03",경기,김포시,인천,남동구,1000,50000,50000,50000,1
1,"2025-03",경기,김포시,인천,남동구,960,110000,55000,55000,2
1,"2025-03",경기,김포시,울산,울주군,10800,2400000,480000,480000,5
1,"2025-03",경기,김포시,울산,울주군,3600,580000,280000,300000,2
1,"2025-03",경기,김포시,울산,울주군,1600,200000,200000,200000,1
1,"2025-03",경기,김포시,울산,동구,17600,650000,650000,650000,1
1,"2025-03",경기,김포시,울산,동구,9600,1180000,340000,420000,3
1,"2025-03",경기,김포시,울산,동구,8400,420000,420000,420000,1
1,"2025-03",경기,김포시,울산,동구,7200,1300000,320000,340000,4
1,"2025-03",경기,김포시,울산,동구,6400,360000,360000,360000,1
1,"2025-03",경기,김포시,울산,동구,6000,560000,280000,280000,2
1,"2025-03",경기,김포시,울산,동구,5760,960000,320000,320000,3
1,"2025-03",경기,김포시,울산,동구,3960,280000,280000,280000,1
1,"2025-03",경기,김포시,울산,동구,3600,450000,170000,280000,2
1,"2025-03",경기,김포시,울산,동구,1440,160000,160000,160000,1
1,"2025-03",경기,김포시,울산,남구,10000,450000,450000,450000,1
1,"2025-03",경기,김포시,세종,,11000,480000,240000,240000,2
1,"2025-03",경기,김포시,서울,은평구,1000,60000,60000,60000,1
1,"2025-03",경기,김포시,서울,영등포구,300,55000,55000,55000,1
1,"2025-03",경기,김포시,서울,성동구,5000,140000,140000,140000,1
1,"2025-03",경기,김포시,서울,서초구,300,50000,50000,50000,1
1,"2025-03",경기,김포시,서울,서대문구,10000,330000,160000,170000,2
1,"2025-03",경기,김포시,서울,서대문구,5000,240000,120000,120000,2
1,"2025-03",경기,김포시,서울,마포구,1000,50000,50000,50000,1
1,"2025-03",경기,김포시,서울,동대문구,11000,160000,160000,160000,1
1,"2025-03",경기,김포시,서울,동대문구,3500,100000,100000,100000,1
1,"2025-03",경기,김포시,서울,도봉구,10000,170000,170000,170000,1
1,"2025-03",경기,김포시,부산,연제구,4000,250000,250000,250000,1
1,"2025-03",경기,김포시,부산,사상구,8000,300000,300000,300000,1
1,"2025-03",경기,김포시,부산,사상구,4000,320000,320000,320000,1
1,"2025-03",경기,김포시,부산,사상구,2500,180000,180000,180000,1
1,"2025-03",경기,김포시,부산,사상구,2000,180000,180000,180000,1
1,"2025-03",경기,김포시,부산,사상구,1600,180000,180000,180000,1
1,"2025-03",경기,김포시,부산,동구,3500,320000,320000,320000,1
1,"2025-03",경기,김포시,부산,금정구,1400,200000,200000,200000,1
1,"2025-03",경기,김포시,부산,강서구,20000,1280000,640000,640000,2
1,"2025-03",경기,김포시,부산,강서구,2500,180000,180000,180000,1
1,"2025-03",경기,김포시,부산,강서구,2000,170000,170000,170000,1
1,"2025-03",경기,김포시,대전,유성구,16000,330000,330000,330000,1
1,"2025-03",경기,김포시,대전,서구,4000,180000,180000,180000,1
1,"2025-03",경기,김포시,대전,대덕구,2500,160000,160000,160000,1
1,"2025-03",경기,김포시,대전,대덕구,1400,130000,130000,130000,1
1,"2025-03",경기,김포시,대구,수성구,2000,160000,160000,160000,1
1,"2025-03",경기,김포시,대구,북구,5000,620000,300000,320000,2
1,"2025-03",경기,김포시,대구,북구,3500,180000,180000,180000,1
1,"2025-03",경기,김포시,대구,북구,2500,170000,170000,170000,1
